0		0	0		3	1	1737
1		0	1		3	0	1556
2		0	2		3	1	1738
3		0	3		3	0	1555
4		0	4		3	1	1739
5		0	5		3	0	1554
6		0	6		3	1	1740
7		0	7		3	0	1553
8		0	8		3	1	1741
9		0	9		3	0	1552
10		0	10		3	1	1742
11		0	11		3	0	1551
12		0	12		3	1	1743
13		0	13		3	0	1550
14		0	14		3	1	1744
15		0	15		3	1	1745
16		0	16		3	1	1746
17		0	17		3	1	1747
18		0	18		3	0	1547
19		0	19		3	1	1748
20		0	20		3	0	1546
21		0	21		3	1	1749
22		0	22		3	0	1545
23		0	23		3	1	1750
24		0	24		3	0	1544
25		0	25		3	1	1751
26		0	26		3	0	1543
27		0	27		3	1	1752
28		0	28		3	0	1542
29		0	29		3	1	1753
30		0	30		3	0	1541
31		0	31		3	1	1754
32		0	32		3	0	1549
33		0	33		3	2	2032
34		0	34		3	2	2033
35		0	35		3	2	2030
36		0	36		3	2	2031
37		0	37		3	2	2028
38		0	38		3	2	2029
39		0	39		3	2	2026
40		0	40		3	2	2027
41		0	41		3	2	2024
42		0	42		3	2	2025
43		0	43		3	2	2022
44		0	44		3	2	2023
45		0	45		3	2	2020
46		0	46		3	2	2021
47		0	47		3	0	1557
48		0	48		3	0	1540
49		0	49		3	2	2046
50		0	50		3	2	2047
51		0	51		3	2	2044
52		0	52		3	2	2045
53		0	53		3	2	2042
54		0	54		3	2	2043
55		0	55		3	2	2040
56		0	56		3	2	2041
57		0	57		3	2	2038
58		0	58		3	2	2039
59		0	59		3	2	2036
60		0	60		3	2	2037
61		0	61		3	2	2034
62		0	62		3	2	2035
63		0	63		3	0	1548
64		0	64		3	1	1728
65		0	65		3	1	1729
66		0	66		3	0	1565
67		0	67		3	1	1730
68		0	68		3	0	1564
69		0	69		3	1	1731
70		0	70		3	0	1563
71		0	71		3	1	1732
72		0	72		3	0	1562
73		0	73		3	1	1733
74		0	74		3	0	1561
75		0	75		3	1	1734
76		0	76		3	0	1560
77		0	77		3	1	1735
78		0	78		3	0	1559
79		0	79		3	1	1736
80		0	80		3	1	1719
81		0	81		3	0	1574
82		0	82		3	1	1720
83		0	83		3	0	1573
84		0	84		3	1	1721
85		0	85		3	0	1572
86		0	86		3	1	1722
87		0	87		3	0	1571
